_MCATE_CD_NM,SEXDSTN_CD,BIRTH_YEAR,MRRG_AT_CD,CHLDRN_AT_CD,FAMILY_TY_NM,OC_AREA_CD,ANSWRR_OC_AREA_NM,OCCP_CL_NM,MT_AVRG_HSHLD_INCOME_DGREE_NM,COM_AT,TOUR_PD,LDGS_NM,LDGS_ADDR,LDGS_ROAD_NM_ADDR,GSRM_SCALE_CN,LDGS_GRAD_VALUE,LDGMNT_TY_NM,LDGS_AVRG_PRC,LDGS_MIN_PRC,LDGS_MXMM_PRC,LDGS_AVRG_SCORE_CO,COM_TY,여행유형,나이,나이대
14443,M,1985,기혼,"영/유아, 초등학생",4,경기,화성시,사무직,600만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀, 기타",가족여행,37,30대
14455,F,1980,기혼,"영/유아, 초등학생",5,인천,남동구,기술직,600만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,43,40대
13450,M,1966,기혼,결혼하지 않은 성인,4,광주,광산구,경영/관리직,500만원,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,"배우자, 자녀",가족여행,57,50대
13452,M,1973,기혼,중/고등학생,3,서울,관악구,사무직,500만원,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,"자녀, 배우자",가족여행,50,50대
14456,F,1995,기타,"영/유아, 초등학생",4,경기,수원시,전업주부,600만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,27,20대
14460,M,1982,기혼,"영/유아, 초등학생",3,경기,수원시,사무직,600만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,자녀,가족여행,39,30대
13456,F,1973,기혼,대학/대학원생 자녀,3,경북,안동시,사무직,500만원,Y,2021,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,자녀,가족여행,49,40대
13457,F,1977,기혼,중/고등학생,3,세종,,전업주부,500만원,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,"자녀, 배우자",가족여행,46,40대
13459,F,1955,기혼,결혼한 성인,2,경기,양평군,전업주부,500만원,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,"자녀, 배우자, 기타",가족여행,68,60대
14464,M,1978,기혼,"영/유아, 초등학생",3,경기,화성시,기능/숙련공,600만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,44,40대
14465,F,1985,기혼,"영/유아, 초등학생",3,강원,원주시,기술직,600만원,Y,2023,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,자녀,가족여행,39,30대
15731,M,1969,기혼,"영/유아, 초등학생",4,경기,의정부시,기술직,700만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,54,50대
13472,M,1973,기혼,중/고등학생,3,대전,서구,사무직,500만원,Y,2022,나인트리프리미어호텔인사동,서울,서울 종로구 인사동길 49,200개 이상,4성,관광호텔,231450,127067,510000,8,"배우자, 자녀",가족여행,50,50대
15732,M,1976,기혼,"영/유아, 초등학생",4,충남,천안시,기술직,700만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,44,40대
15743,F,1984,기혼,"영/유아, 초등학생",3,경기,부천시,사무직,700만원,Y,2023,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,40,40대
15744,M,1986,기혼,"영/유아, 초등학생",4,경기,파주시,사무직,700만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,34,30대
15746,F,1982,기혼,"영/유아, 초등학생",5,충남,아산시,사무직,700만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,38,30대
15748,M,1979,기혼,"영/유아, 초등학생",3,인천,서구,사무직,700만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,44,40대
15749,M,1984,기혼,"영/유아, 초등학생",4,경기,양주시,자영업,700만원,Y,2023,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 친구, 자녀",가족여행,40,40대
13492,M,1968,기혼,대학/대학원생 자녀,4,서울,관악구,사무직,500만원,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"자녀, 배우자",가족여행,53,50대
13494,M,1968,기혼,대학/대학원생 자녀,4,경기,파주시,기술직,500만원,Y,2019,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,52,50대
13497,M,1967,기혼,대학/대학원생 자녀,4,대전,서구,사무직,500만원,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"자녀, 배우자",가족여행,54,50대
13501,M,1965,기혼,중/고등학생,3,경기,용인시,사무직,500만원,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,56,50대
13502,M,1976,기혼,중/고등학생,4,경기,수원시,사무직,500만원,Y,2021,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,46,40대
13503,F,1973,기혼,결혼하지 않은 성인,3,경기,용인시,사무직,500만원,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"자녀, 형제/자매, 배우자",가족여행,48,40대
15751,F,1981,기혼,"영/유아, 초등학생",4,서울,영등포구,사무직,700만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,42,40대
15752,F,1973,기혼,"영/유아, 초등학생",4,경기,구리시,사무직,700만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,49,40대
13510,M,1957,기혼,결혼하지 않은 성인,4,경기,화성시,자영업,500만원,Y,2022,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,66,60대
16882,F,1978,기혼,"영/유아, 초등학생",4,경기,화성시,사무직,800만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,45,40대
16884,M,1988,기혼,"영/유아, 초등학생",5,서울,송파구,사무직,800만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,35,30대
13515,F,1976,기혼,중/고등학생,4,대전,동구,전업주부,500만원,Y,2022,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,47,40대
13518,M,1970,기혼,중/고등학생,5,전남,순천시,사무직,500만원,Y,2018,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,49,40대
13519,M,1967,기혼,결혼하지 않은 성인,3,서울,강서구,사무직,500만원,Y,2018,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,"배우자, 자녀",가족여행,52,50대
16888,M,1973,기혼,"영/유아, 초등학생",4,경기,안양시,사무직,800만원,Y,2018,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,46,40대
16893,F,1984,기혼,"영/유아, 초등학생",3,서울,서대문구,사무직,800만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,39,30대
16899,M,1973,기혼,"영/유아, 초등학생",5,서울,노원구,경영/관리직,800만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,49,40대
16901,F,1982,기혼,"영/유아, 초등학생",3,서울,중랑구,전문직,800만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,39,30대
17748,F,1981,기혼,"영/유아, 초등학생",3,경기,성남시,사무직,900만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,40,40대
17750,M,1981,기혼,"영/유아, 초등학생",4,서울,송파구,판매/서비스직,900만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,41,40대
13541,M,1968,기혼,결혼하지 않은 성인,2,경기,파주시,경영/관리직,500만원,Y,2022,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,"배우자, 자녀",가족여행,55,50대
17752,M,1977,기혼,"영/유아, 초등학생",3,경기,의왕시,사무직,900만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,45,40대
17756,F,1979,기혼,"영/유아, 초등학생",5,경기,안양시,사무직,900만원,Y,2023,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,45,40대
17757,M,1976,기혼,"영/유아, 초등학생",4,서울,강남구,기술직,900만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,45,40대
17761,F,1985,기혼,"영/유아, 초등학생",3,경기,시흥시,사무직,900만원,Y,2023,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"형제/자매, 자녀, 배우자",가족여행,39,30대
17763,M,1979,기혼,"영/유아, 초등학생",3,서울,노원구,사무직,900만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀",가족여행,44,40대
13559,M,1972,기타,중/고등학생,3,경기,군포시,사무직,500만원,Y,2021,코모도호텔 부산,부산,부산 중구 중구로 151,200개 이상,4성,관광호텔업,126990,58905,389880,9,자녀,가족여행,50,50대
13563,M,1960,기혼,결혼하지 않은 성인,4,대전,서구,사무직,500만원,Y,2020,코모도호텔 부산,부산,부산 중구 중구로 151,200개 이상,4성,관광호텔업,126990,58905,389880,9,"배우자, 자녀",가족여행,61,60대
13567,M,1974,기혼,중/고등학생,3,대전,서구,사무직,500만원,Y,2022,코모도호텔 부산,부산,부산 중구 중구로 151,200개 이상,4성,관광호텔업,126990,58905,389880,9,"배우자, 자녀",가족여행,49,40대
13570,F,1972,기혼,중/고등학생,3,서울,강남구,전문직,500만원,Y,2019,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,"자녀, 배우자",가족여행,48,40대
13571,M,1969,기혼,중/고등학생,3,서울,노원구,사무직,500만원,Y,2018,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,"자녀, 배우자",가족여행,50,50대
18247,M,1973,기혼,"영/유아, 초등학생",3,전북,전주시,사무직,1000만원 초과,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,자녀,가족여행,50,50대
19648,F,1985,기혼,"영/유아, 초등학생",4,서울,동대문구,전문직,1000만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,37,30대
13586,M,1961,기혼,결혼하지 않은 성인,3,경남,창원시,기술직,500만원,Y,2020,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,"자녀, 배우자",가족여행,60,60대
19649,M,1978,기혼,"영/유아, 초등학생",4,경기,용인시,사무직,1000만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"자녀, 배우자",가족여행,44,40대
13589,M,1959,기혼,결혼해 자녀가 있음,2,경기,수원시,자영업,500만원,Y,2022,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,"자녀, 배우자",가족여행,64,60대
10384,M,1980,기혼,"영/유아, 초등학생",4,경기,군포시,사무직,200만원,Y,2021,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"배우자, 자녀",가족여행,42,40대
13593,M,1959,기혼,결혼해 자녀가 있음,2,경기,수원시,일반작업직,500만원,Y,2022,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,"배우자, 자녀",가족여행,64,60대
12320,M,1977,기혼,"영/유아, 초등학생",4,서울,서초구,사무직,400만원,Y,2019,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"자녀, 배우자",가족여행,43,40대
13597,F,1976,기혼,중/고등학생,3,경기,용인시,전업주부,500만원,Y,2023,해운대 씨클라우드 호텔 앤 레지던스,부산,부산 해운대구 해운대해변로 287,200개 이하,성급없음,숙박업(생활),268595,60578,970000,9,자녀,가족여행,48,40대
13601,M,1976,기혼,중/고등학생,4,충남,천안시,자영업,500만원,Y,2023,해운대 씨클라우드 호텔 앤 레지던스,부산,부산 해운대구 해운대해변로 287,200개 이하,성급없음,숙박업(생활),268595,60578,970000,9,"자녀, 배우자",가족여행,48,40대
15346,F,1977,기혼,"영/유아, 초등학생",4,서울,강동구,사무직,600만원,Y,2020,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"배우자, 자녀",가족여행,44,40대
16544,M,1977,기혼,"영/유아, 초등학생",4,경기,고양시,사무직,700만원,Y,2023,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"배우자, 자녀",가족여행,47,40대
13613,M,1971,기혼,결혼하지 않은 성인,3,서울,서대문구,사무직,500만원,Y,2022,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,"배우자, 자녀",가족여행,52,50대
13618,F,1960,기혼,결혼하지 않은 성인,2,대전,서구,전문직,500만원,Y,2019,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,자녀,가족여행,60,60대
17510,M,1973,기혼,"영/유아, 초등학생",3,경기,안양시,사무직,800만원,Y,2022,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"배우자, 자녀",가족여행,50,50대
13626,M,1982,기혼,자녀가 없음,3,인천,미추홀구,사무직,500만원,Y,2023,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,"배우자, 자녀",가족여행,42,40대
18111,F,1974,기혼,"영/유아, 초등학생",5,경기,성남시,전문직,900만원,Y,2018,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"배우자, 자녀",가족여행,45,40대
13631,F,1975,기혼,중/고등학생,4,경남,창원시,기술직,500만원,Y,2021,베스트웨스턴 해운대 호텔,부산,부산 해운대구 구남로 42,200개 이하,3성,일반호텔,174404,70432,400000,9,"배우자, 자녀",가족여행,47,40대
19084,M,1979,기혼,"영/유아, 초등학생",4,서울,송파구,전문직,1000만원 초과,Y,2023,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,"자녀, 배우자",가족여행,45,40대
11454,M,1982,기혼,"영/유아, 초등학생",2,부산,연제구,사무직,300만원,Y,2020,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"자녀, 배우자",가족여행,39,30대
13636,M,1961,기혼,결혼하지 않은 성인,3,경기,포천시,자영업,500만원,Y,2020,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,"배우자, 자녀",가족여행,60,60대
13638,M,1962,기혼,대학/대학원생 자녀,4,경기,용인시,사무직,500만원,Y,2018,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,"자녀, 배우자",가족여행,57,50대
13644,F,1967,기혼,결혼하지 않은 성인,2,충남,아산시,판매/서비스직,500만원,Y,2018,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,자녀,가족여행,52,50대
12656,M,1974,기혼,"영/유아, 초등학생",3,경기,용인시,사무직,400만원,Y,2020,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"자녀, 배우자",가족여행,47,40대
12659,M,1975,기혼,"영/유아, 초등학생",4,경기,수원시,사무직,400만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀, 친구",가족여행,47,40대
14404,M,1974,기혼,"영/유아, 초등학생",3,경기,성남시,기술직,500만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"자녀, 배우자",가족여행,48,40대
14407,M,1971,기혼,"영/유아, 초등학생",5,경기,성남시,자유직,500만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,51,50대
14410,F,1982,기혼,"영/유아, 초등학생",4,서울,강북구,기술직,500만원,Y,2022,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,41,40대
13663,F,1969,기혼,중/고등학생,3,서울,노원구,전업주부,500만원,Y,2021,라마다 앙코르 해운대,부산,부산 해운대구 구남로 9,200개 이상,4성,일반호텔,200891,83700,480000,9,자녀,가족여행,53,50대
13667,M,1976,기혼,중/고등학생,3,경북,경산시,사무직,500만원,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,자녀,가족여행,46,40대
15702,F,1983,기혼,"영/유아, 초등학생",4,서울,송파구,전업주부,600만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"형제/자매, 자녀, 배우자",가족여행,39,30대
13683,M,1956,기혼,결혼하지 않은 성인,4,서울,강남구,기타,500만원,Y,2020,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,"자녀, 배우자",가족여행,65,60대
13684,F,1964,기혼,결혼하지 않은 성인,1,제주,대정읍,자영업,500만원,Y,2022,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,자녀,가족여행,59,50대
13687,M,1956,기혼,결혼하지 않은 성인,4,서울,강남구,무직,500만원,Y,2021,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,"자녀, 배우자",가족여행,66,60대
15704,F,1980,기혼,"영/유아, 초등학생",4,경기,수원시,기술직,600만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,42,40대
13691,F,1960,기혼,결혼하지 않은 성인,4,서울,강남구,전업주부,500만원,Y,2021,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,"배우자, 자녀",가족여행,62,60대
13692,M,1956,기혼,결혼하지 않은 성인,4,서울,강남구,기타,500만원,Y,2021,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,"배우자, 자녀",가족여행,66,60대
13695,F,1960,기혼,결혼하지 않은 성인,4,서울,강남구,전업주부,500만원,Y,2021,롯데시티호텔대전,대전,대전 유성구 엑스포로123번길 33,200개 이상,4성,관광호텔업,194981,130620,440000,9,"배우자, 자녀",가족여행,62,60대
15705,F,1982,기혼,"영/유아, 초등학생",3,경기,하남시,기술직,600만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,40,40대
15707,M,1970,기혼,"영/유아, 초등학생",4,경기,성남시,경영/관리직,600만원,Y,2020,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,자녀,가족여행,51,50대
18224,F,1984,기혼,"영/유아, 초등학생",5,경기,안양시,사무직,900만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀, 친구",가족여행,38,30대
19384,M,1974,기혼,"영/유아, 초등학생",3,서울,마포구,사무직,1000만원 초과,Y,2022,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,49,40대
13704,M,1967,기혼,대학/대학원생 자녀,4,서울,동작구,기술직,500만원,Y,2023,대구 인터불고 엑스코,대구,대구 북구 유통단지로 80,200개 이상,4성,관광호텔,181630,102850,532518,9,"자녀, 배우자",가족여행,57,50대
13708,M,1971,기혼,중/고등학생,3,서울,동작구,기술직,500만원,Y,2023,호텔인터불고 대구,대구,대구 수성구 팔현길 212,200개 이상,5성,관광호텔업,170131,129724,225000,9,"배우자, 자녀",가족여행,53,50대
13709,M,1958,기혼,결혼한 성인,4,인천,계양구,기능/숙련공,500만원,Y,2023,호텔인터불고 대구,대구,대구 수성구 팔현길 212,200개 이상,5성,관광호텔업,170131,129724,225000,9,"자녀, 배우자",가족여행,66,60대
13714,F,1972,기혼,대학/대학원생 자녀,4,경남,김해시,사무직,500만원,Y,2022,호텔인터불고 대구,대구,대구 수성구 팔현길 212,200개 이상,5성,관광호텔업,170131,129724,225000,9,"자녀, 배우자",가족여행,51,50대
19387,M,1983,기혼,"영/유아, 초등학생",4,인천,연수구,전문직,1000만원 초과,Y,2022,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"자녀, 배우자",가족여행,40,40대
13718,F,1958,기혼,결혼해 자녀가 있음,2,광주,북구,전업주부,500만원,Y,2020,힐튼 호텔 경주,경북,경북 경주시 보문로 484-7,200개 이상,5성,관광호텔업,458950,160000,825220,8,"자녀, 배우자",가족여행,63,60대
19388,M,1972,기혼,"영/유아, 초등학생",5,부산,부산진구,기술직,1000만원 초과,Y,2023,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,52,50대
13720,M,1978,기혼,중/고등학생,3,경남,진주시,기술직,500만원,Y,2021,힐튼 호텔 경주,경북,경북 경주시 보문로 484-7,200개 이상,5성,관광호텔업,458950,160000,825220,8,"배우자, 자녀",가족여행,44,40대
13721,F,1974,기혼,중/고등학생,3,경기,하남시,기술직,500만원,Y,2023,힐튼 호텔 경주,경북,경북 경주시 보문로 484-7,200개 이상,5성,관광호텔업,458950,160000,825220,8,"자녀, 배우자",가족여행,50,50대
19389,F,1982,기혼,"영/유아, 초등학생",4,서울,광진구,사무직,1000만원 초과,Y,2020,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,39,30대
19391,M,1974,기혼,"영/유아, 초등학생",4,강원,춘천시,사무직,1000만원 초과,Y,2020,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,47,40대
13726,M,1954,기혼,결혼하지 않은 성인,4,경기,하남시,자영업,500만원,Y,2018,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"배우자, 자녀",가족여행,65,60대
13727,M,1959,기혼,결혼하지 않은 성인,3,인천,미추홀구,기타,500만원,Y,2021,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"배우자, 자녀",가족여행,63,60대
13733,M,1961,기혼,결혼하지 않은 성인,3,서울,성북구,판매/서비스직,500만원,Y,2020,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"배우자, 자녀",가족여행,60,60대
20245,M,1975,기혼,"영/유아, 초등학생",4,대구,중구,기술직,1000만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"배우자, 자녀",가족여행,47,40대
