_MCATE_CD_NM,SEXDSTN_CD,BIRTH_YEAR,MRRG_AT_CD,CHLDRN_AT_CD,FAMILY_TY_NM,OC_AREA_CD,ANSWRR_OC_AREA_NM,OCCP_CL_NM,MT_AVRG_HSHLD_INCOME_DGREE_NM,COM_AT,TOUR_PD,LDGS_NM,LDGS_ADDR,LDGS_ROAD_NM_ADDR,GSRM_SCALE_CN,LDGS_GRAD_VALUE,LDGMNT_TY_NM,LDGS_AVRG_PRC,LDGS_MIN_PRC,LDGS_MXMM_PRC,LDGS_AVRG_SCORE_CO,COM_TY,AGE,AGE_RANGE,여행유형
18225,F,1988,기혼,"영/유아, 초등학생",2,서울,용산구,사무직,900만원,Y,2021,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,"부모님, 배우자, 형제/자매",34,30대,효도여행
18227,F,1985,미혼,X,6,경기,광주시,사무직,900만원,Y,2022,델피노 리조트,강원,강원 고성군 토성면 미시령옛길 1153,100개 이하,4성,가족호텔업,243326,105000,523450,9,"형제/자매, 부모님",38,30대,효도여행
18229,M,1971,기타,중/고등학생,2,경기,시흥시,사무직,900만원,Y,2022,델피노 리조트,강원,강원 고성군 토성면 미시령옛길 1153,100개 이하,4성,가족호텔업,243326,105000,523450,9,"부모님, 자녀",52,50대,가족여행
18244,M,1971,기혼,대학/대학원생 자녀,1,경북,포항시,자영업,1000만원 초과,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,"배우자, 자녀, 형제/자매, 부모님",52,50대,가족여행
18252,F,1988,기혼,자녀가 없음,2,서울,영등포구,사무직,1000만원 초과,Y,2022,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,"배우자, 부모님, 형제/자매",35,30대,효도여행
18262,M,1982,기혼,"영/유아, 초등학생",3,대전,유성구,전문직,1000만원 초과,Y,2020,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,"부모님, 배우자, 형제/자매, 자녀",39,30대,가족여행
18265,M,1968,기혼,중/고등학생,4,대전,서구,전문직,1000만원 초과,Y,2022,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,"부모님, 자녀",55,50대,가족여행
18268,M,1976,기혼,"영/유아, 초등학생",3,서울,도봉구,사무직,1000만원 초과,Y,2022,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,"자녀, 형제/자매, 부모님, 배우자",47,40대,가족여행
18270,M,1966,기혼,대학/대학원생 자녀,3,충남,서산시,기타,1000만원 초과,Y,2021,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,부모님,56,50대,효도여행
18271,M,1974,기혼,"영/유아, 초등학생",5,경기,남양주시,사무직,1000만원 초과,Y,2021,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,"자녀, 부모님, 배우자",48,40대,가족여행
18279,M,1969,기혼,결혼하지 않은 성인,3,전북,전주시,사무직,1000만원 초과,Y,2021,비체팰리스,충남,충남 보령시 웅천읍 열린바다1길 78,200개 이상,성급없음,휴양콘도미니엄업,217619,144250,294000,9,"형제/자매, 부모님",53,50대,효도여행
18283,M,1960,기혼,결혼하지 않은 성인,3,서울,강남구,경영/관리직,1000만원 초과,Y,2021,리솜아일랜드,충남,충남 태안군 안면읍 꽃지해안로 204?,100개 이하,성급없음,휴양콘도미니엄업,393926,248370,518100,7,"부모님, 배우자",62,60대,효도여행
18287,M,1980,기혼,"영/유아, 초등학생",3,경기,수원시,자영업,1000만원 초과,Y,2021,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"자녀, 배우자, 부모님",42,40대,가족여행
18291,M,1970,기혼,대학/대학원생 자녀,6,경기,부천시,기술직,1000만원 초과,Y,2018,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"부모님, 자녀, 배우자, 형제/자매",49,40대,가족여행
18295,M,1964,기혼,결혼하지 않은 성인,4,서울,관악구,사무직,1000만원 초과,Y,2021,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"배우자, 부모님",58,50대,효도여행
18307,F,1978,기혼,"영/유아, 초등학생",3,서울,송파구,사무직,1000만원 초과,Y,2021,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"배우자, 부모님, 자녀",44,40대,가족여행
18315,M,1969,기혼,대학/대학원생 자녀,5,인천,서구,경영/관리직,1000만원 초과,Y,2019,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,"배우자, 부모님, 자녀",51,50대,가족여행
18316,F,1990,기혼,"영/유아, 초등학생",4,서울,금천구,사무직,1000만원 초과,Y,2023,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,"배우자, 부모님, 자녀",34,30대,가족여행
18338,M,1981,기혼,"영/유아, 초등학생",3,경남,김해시,사무직,1000만원 초과,Y,2022,해비치 호텔 & 리조트,제주,제주 서귀포시 표선면 민속해안로 537,200개 이상,성급없음,휴양콘도미니엄업,477268,275896,653400,9,"부모님, 배우자, 자녀",42,40대,가족여행
18339,F,1999,미혼,X,4,경기,과천시,무직,1000만원 초과,Y,2023,해비치 호텔 & 리조트,제주,제주 서귀포시 표선면 민속해안로 537,200개 이상,성급없음,휴양콘도미니엄업,477268,275896,653400,9,부모님,25,20대,효도여행
18352,F,1983,기혼,중/고등학생,3,서울,강동구,사무직,1000만원 초과,Y,2021,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,"부모님, 자녀",39,30대,가족여행
18354,M,1980,미혼,X,4,서울,영등포구,전문직,1000만원 초과,Y,2019,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,부모님,40,40대,효도여행
18361,M,1968,기혼,결혼하지 않은 성인,4,경기,용인시,기타,1000만원 초과,Y,2022,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,"형제/자매, 부모님, 자녀, 배우자",55,50대,가족여행
18368,M,1968,기혼,중/고등학생,4,경기,광명시,경영/관리직,1000만원 초과,Y,2021,코업시티성산,제주,제주특별자치도 서귀포시 성산읍 성산등용로 28,200개 이하,4성,일반호텔,132475,54543,976301,9,부모님,54,50대,효도여행
18371,M,1979,기혼,"영/유아, 초등학생",4,경기,의정부시,전문직,1000만원 초과,Y,2018,켄싱턴리조트 서귀포,제주,제주특별자치도 서귀포시 이어도로 684,200개 이상,성급없음,휴양콘도미니엄업,241619,129000,418800,9,"부모님, 배우자, 자녀",40,40대,가족여행
18384,F,1975,미혼,X,2,경기,하남시,사무직,1000만원 초과,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"부모님, 형제/자매",46,40대,효도여행
18398,M,1987,기혼,"영/유아, 초등학생",3,서울,노원구,전문직,1000만원 초과,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"자녀, 부모님, 배우자",36,30대,가족여행
18402,M,1973,기혼,"영/유아, 초등학생",4,서울,강동구,기술직,1000만원 초과,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"부모님, 자녀, 형제/자매",48,40대,가족여행
18408,F,1972,기타,자녀가 없음,1,경기,수원시,사무직,1000만원 초과,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"형제/자매, 부모님",51,50대,효도여행
18419,M,1970,기혼,"영/유아, 초등학생",3,서울,양천구,사무직,1000만원 초과,Y,2019,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"부모님, 형제/자매, 자녀, 배우자",50,50대,가족여행
18420,M,1970,기타,"영/유아, 초등학생",5,서울,영등포구,전문직,1000만원 초과,Y,2022,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"자녀, 부모님",53,50대,가족여행
18427,F,1969,기혼,중/고등학생,5,서울,마포구,전업주부,1000만원 초과,Y,2020,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"형제/자매, 배우자, 부모님",52,50대,효도여행
18428,M,1974,기혼,중/고등학생,4,서울,강남구,전문직,1000만원 초과,Y,2019,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"자녀, 부모님, 형제/자매, 배우자",46,40대,가족여행
18429,F,1978,기혼,중/고등학생,3,경기,파주시,전업주부,1000만원 초과,Y,2019,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"배우자, 형제/자매, 자녀, 부모님",42,40대,가족여행
18431,F,1978,기혼,중/고등학생,3,경기,파주시,전업주부,1000만원 초과,Y,2021,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,"배우자, 부모님, 자녀, 형제/자매",44,40대,가족여행
18440,F,1993,미혼,X,3,충남,천안시,무직,1000만원 초과,Y,2021,소노벨 제주,제주,제주특별자치도 제주시 조천읍 신북로 577,200개 이상,4성,숙박업(생활),319756,224000,428000,9,"친구, 형제/자매, 부모님",29,20대,효도여행
18445,M,1975,기혼,"영/유아, 초등학생",4,서울,서대문구,사무직,1000만원 초과,Y,2020,소노벨 제주,제주,제주특별자치도 제주시 조천읍 신북로 577,200개 이상,4성,숙박업(생활),319756,224000,428000,9,"배우자, 부모님, 자녀",46,40대,가족여행
18446,M,1964,기혼,결혼한 성인,2,경기,하남시,전문직,1000만원 초과,Y,2023,소노벨 제주,제주,제주특별자치도 제주시 조천읍 신북로 577,200개 이상,4성,숙박업(생활),319756,224000,428000,9,"부모님, 형제/자매",60,60대,효도여행
18449,F,1977,기혼,중/고등학생,4,서울,성북구,사무직,1000만원 초과,Y,2019,소노캄 제주,제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17,200개 이하,4성,숙박업(생활),301387,150194,465000,8,"부모님, 배우자, 자녀",43,40대,가족여행
18472,M,1984,기혼,자녀가 없음,2,서울,금천구,사무직,1000만원 초과,Y,2020,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,"배우자, 부모님, 형제/자매",37,30대,효도여행
18481,M,1980,미혼,X,3,서울,영등포구,자영업,1000만원 초과,Y,2022,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,"부모님, 형제/자매",43,40대,효도여행
18484,M,1998,미혼,X,4,서울,양천구,기술직,1000만원 초과,Y,2022,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,부모님,25,20대,효도여행
18503,F,1998,미혼,X,7,대전,유성구,전문직,1000만원 초과,Y,2022,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,"부모님, 형제/자매",25,20대,효도여행
18505,F,1998,미혼,X,4,대전,서구,재수/입시/유학 준비,1000만원 초과,Y,2021,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,"부모님, 형제/자매",24,20대,효도여행
18506,F,1984,미혼,X,3,대구,수성구,전문직,1000만원 초과,Y,2021,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,부모님,38,30대,효도여행
18512,M,1979,기혼,"영/유아, 초등학생",4,대전,서구,사무직,1000만원 초과,Y,2021,금호 제주 리조트,제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,200개 이상,성급없음,숙박업(생활),169749,99450,310000,9,"자녀, 부모님, 배우자",43,40대,가족여행
18525,F,1964,기혼,결혼하지 않은 성인,3,경기,용인시,사무직,1000만원 초과,Y,2019,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,"부모님, 배우자, 형제/자매",56,50대,효도여행
18527,F,1969,기혼,대학/대학원생 자녀,4,서울,서초구,전문직,1000만원 초과,Y,2023,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,"형제/자매, 부모님, 배우자",55,50대,효도여행
18530,M,1972,기혼,중/고등학생,4,경기,성남시,사무직,1000만원 초과,Y,2022,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,부모님,51,50대,효도여행
18536,F,1974,미혼,X,1,광주,북구,자영업,1000만원 초과,Y,2022,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,부모님,49,40대,효도여행
18543,F,1992,미혼,X,4,서울,강동구,사무직,1000만원 초과,Y,2020,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,부모님,29,20대,효도여행
18546,M,1977,미혼,X,2,경기,군포시,사무직,1000만원 초과,Y,2021,호텔현대 바이 라한 목포,전남,전남 영암군 삼호읍 대불로 91,200개 이상,4성,관광호텔업,208659,99000,604056,9,부모님,45,40대,효도여행
18554,M,1980,기혼,"영/유아, 초등학생",3,경북,안동시,전문직,1000만원 초과,Y,2022,호텔현대 바이 라한 목포,전남,전남 영암군 삼호읍 대불로 91,200개 이상,4성,관광호텔업,208659,99000,604056,9,"형제/자매, 부모님, 자녀, 배우자, 직장동료",43,40대,가족여행
18563,F,1974,기혼,중/고등학생,4,경남,창원시,기술직,1000만원 초과,Y,2019,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,"자녀, 배우자, 부모님",46,40대,가족여행
18564,F,1968,기혼,"영/유아, 초등학생",4,충남,천안시,사무직,1000만원 초과,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,"부모님, 배우자, 자녀",54,50대,가족여행
18568,M,1980,기혼,"영/유아, 초등학생",5,서울,영등포구,자영업,1000만원 초과,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,"배우자, 자녀, 형제/자매, 부모님",42,40대,가족여행
18573,F,1983,미혼,X,4,부산,부산진구,판매/서비스직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,부모님,39,30대,효도여행
18577,M,1970,기혼,중/고등학생,5,경기,용인시,기술직,1000만원 초과,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,"형제/자매, 자녀, 부모님, 배우자",51,50대,가족여행
18589,M,1971,기혼,중/고등학생,4,경기,수원시,기술직,1000만원 초과,Y,2023,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,"형제/자매, 배우자, 부모님",53,50대,효도여행
18590,M,1977,미혼,X,2,경기,군포시,사무직,1000만원 초과,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,"부모님, 형제/자매",46,40대,효도여행
18600,F,1983,기혼,"영/유아, 초등학생",4,전남,순천시,전문직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,"배우자, 자녀, 부모님",39,30대,가족여행
18606,M,1980,기혼,"영/유아, 초등학생",6,경기,군포시,판매/서비스직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,"배우자, 부모님, 자녀",42,40대,가족여행
18623,F,1997,미혼,X,3,광주,북구,무직,1000만원 초과,Y,2021,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,"부모님, 형제/자매",25,20대,효도여행
18634,M,1995,미혼,X,4,경기,용인시,사무직,1000만원 초과,Y,2022,라마다 프라자 여수,전남,전남 여수시 돌산읍 강남로 11,200개 이상,성급없음,숙박업(생활),180703,79607,789176,8,부모님,28,20대,효도여행
18637,F,1983,기혼,"영/유아, 초등학생",3,대전,서구,기술직,1000만원 초과,Y,2020,금호리조트 화순,전남,전남 화순군 백아면 옥리길 14-21,200개 이상,성급없음,휴양콘도미니엄업,112774,94400,153400,8,"자녀, 부모님, 배우자",38,30대,가족여행
18638,M,1970,기혼,중/고등학생,5,경기,성남시,기술직,1000만원 초과,Y,2021,금호리조트 화순,전남,전남 화순군 백아면 옥리길 14-21,200개 이상,성급없음,휴양콘도미니엄업,112774,94400,153400,8,"형제/자매, 부모님",52,50대,효도여행
18642,F,1992,미혼,X,4,서울,양천구,사무직,1000만원 초과,Y,2019,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,"부모님, 형제/자매",28,20대,효도여행
18667,M,1971,기혼,자녀가 없음,3,인천,연수구,자영업,1000만원 초과,Y,2019,오크우드프리미어인천호텔,인천,인천 연수구 컨벤시아대로 165,200개 이상,5성,가족호텔업,375668,178310,968000,8,"반려동물, 배우자, 부모님",49,40대,효도여행
18669,F,1991,미혼,X,4,서울,강동구,사무직,1000만원 초과,Y,2020,오크우드프리미어인천호텔,인천,인천 연수구 컨벤시아대로 165,200개 이상,5성,가족호텔업,375668,178310,968000,8,"형제/자매, 부모님",30,30대,효도여행
18674,F,1998,미혼,X,4,경기,김포시,대학(원)생,1000만원 초과,Y,2022,쉐라톤 그랜드 인천,인천,인천 연수구 컨벤시아대로 153,200개 이상,5성,관광호텔업,359830,242000,580800,8,부모님,25,20대,효도여행
18686,F,1999,미혼,X,2,경기,시흥시,대학(원)생,1000만원 초과,Y,2022,라마다 바이 윈덤 인천,인천,인천 남동구 소래역로 36,200개 이상,4성,숙박업(생활),127925,66394,256235,9,부모님,24,20대,효도여행
18689,M,1969,기혼,결혼하지 않은 성인,2,전북,전주시,전문직,1000만원 초과,Y,2022,네스트호텔(NEST HOTEL),인천,인천 중구 용유동 영종해안남로 19-5,200개 이상,5성,관광호텔업,304675,138600,990000,8,"형제/자매, 부모님",54,50대,효도여행
18690,F,1997,미혼,X,4,경기,김포시,전문직,1000만원 초과,Y,2022,네스트호텔(NEST HOTEL),인천,인천 중구 용유동 영종해안남로 19-5,200개 이상,5성,관광호텔업,304675,138600,990000,8,부모님,26,20대,효도여행
18717,F,1991,미혼,X,4,경기,용인시,사무직,1000만원 초과,Y,2023,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,"연인, 반려동물, 부모님, 형제/자매",33,30대,효도여행
18735,F,1969,기혼,중/고등학생,3,경북,구미시,전업주부,1000만원 초과,Y,2020,그랜드 워커힐 서울,서울,서울특별시 광진구 워커힐로 177,200개 이상,5성,관광호텔업,418933,157700,762300,8,"형제/자매, 부모님",52,50대,효도여행
18744,F,1977,기혼,"영/유아, 초등학생",4,서울,용산구,사무직,1000만원 초과,Y,2021,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,부모님,45,40대,효도여행
18747,F,1977,기혼,중/고등학생,3,경기,고양시,전문직,1000만원 초과,Y,2023,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,"부모님, 친구, 배우자, 자녀",47,40대,가족여행
18772,F,1991,기혼,자녀가 없음,2,경기,과천시,전문직,1000만원 초과,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,부모님,32,30대,효도여행
18793,F,1979,기혼,"영/유아, 초등학생",4,서울,송파구,전업주부,1000만원 초과,Y,2021,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,"부모님, 자녀",43,40대,가족여행
18797,M,1976,기혼,중/고등학생,3,대구,수성구,전문직,1000만원 초과,Y,2021,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,"자녀, 배우자, 부모님",46,40대,가족여행
18800,M,1976,기혼,"영/유아, 초등학생",5,강원,춘천시,사무직,1000만원 초과,Y,2022,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,"부모님, 배우자, 자녀",47,40대,가족여행
18802,M,1978,기혼,"영/유아, 초등학생",5,서울,노원구,경영/관리직,1000만원 초과,Y,2022,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,"부모님, 배우자, 반려동물, 자녀",45,40대,가족여행
18808,M,1977,미혼,X,3,경남,창원시,판매/서비스직,1000만원 초과,Y,2021,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,부모님,45,40대,효도여행
18833,F,1984,미혼,X,3,대구,수성구,사무직,1000만원 초과,Y,2021,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,부모님,38,30대,효도여행
18839,M,1969,기혼,대학/대학원생 자녀,4,인천,서구,경영/관리직,1000만원 초과,Y,2022,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,"배우자, 자녀, 부모님",54,50대,가족여행
18845,F,1967,기혼,중/고등학생,4,경기,남양주시,전업주부,1000만원 초과,Y,2021,코모도호텔 부산,부산,부산 중구 중구로 151,200개 이상,4성,관광호텔업,126990,58905,389880,9,"부모님, 자녀",55,50대,가족여행
18861,F,2000,미혼,X,4,서울,강남구,대학(원)생,1000만원 초과,Y,2021,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,부모님,22,20대,효도여행
18866,F,1976,기혼,중/고등학생,3,서울,강동구,전업주부,1000만원 초과,Y,2022,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,"자녀, 부모님, 배우자",47,40대,가족여행
18887,M,2003,미혼,X,3,서울,마포구,대학(원)생,1000만원 초과,Y,2022,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,부모님,20,20대,효도여행
18892,F,2000,미혼,X,3,서울,구로구,대학(원)생,1000만원 초과,Y,2023,시그니엘 부산,부산,부산 해운대구 달맞이길 30,200개 이상,5성,관광호텔업,699166,190000,992200,9,"부모님, 형제/자매",24,20대,효도여행
18899,F,1970,기혼,대학/대학원생 자녀,3,서울,서대문구,사무직,1000만원 초과,Y,2021,베스트웨스턴 해운대 호텔,부산,부산 해운대구 구남로 42,200개 이하,3성,일반호텔,174404,70432,400000,9,"부모님, 배우자",52,50대,효도여행
18917,F,1990,미혼,X,3,서울,강남구,전문직,1000만원 초과,Y,2021,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,부모님,32,30대,효도여행
18928,M,1980,기혼,"영/유아, 초등학생",5,서울,종로구,전문직,1000만원 초과,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,"자녀, 부모님, 배우자",43,40대,가족여행
18933,M,1963,기혼,결혼하지 않은 성인,4,서울,강남구,경영/관리직,1000만원 초과,Y,2019,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,"부모님, 형제/자매",57,50대,효도여행
18937,M,1980,기혼,"영/유아, 초등학생",5,서울,종로구,전문직,1000만원 초과,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,"배우자, 부모님, 자녀",43,40대,가족여행
18955,F,1979,미혼,X,4,경기,용인시,자영업,1000만원 초과,Y,2021,라마다 바이 윈덤 대전,대전,대전광역시 유성구 계룡로 127,200개 이상,4성,관광호텔업,159403,91901,264710,9,부모님,43,40대,효도여행
18964,M,1973,기혼,중/고등학생,4,경남,진주시,경영/관리직,1000만원 초과,Y,2021,호텔인터불고 대구,대구,대구 수성구 팔현길 212,200개 이상,5성,관광호텔업,170131,129724,225000,9,"부모님, 배우자, 자녀",49,40대,가족여행
18966,F,1992,미혼,X,5,서울,강남구,전문직,1000만원 초과,Y,2021,호텔인터불고 대구,대구,대구 수성구 팔현길 212,200개 이상,5성,관광호텔업,170131,129724,225000,9,"형제/자매, 부모님",30,30대,효도여행
18971,M,1969,기혼,결혼하지 않은 성인,4,경기,용인시,사무직,1000만원 초과,Y,2020,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"부모님, 배우자, 자녀",52,50대,가족여행
18972,M,1979,기혼,자녀가 없음,3,대구,동구,전문직,1000만원 초과,Y,2021,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"부모님, 배우자",43,40대,효도여행
18975,M,1969,기혼,결혼하지 않은 성인,3,경기,성남시,사무직,1000만원 초과,Y,2020,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,"부모님, 배우자, 자녀",52,50대,가족여행
18977,F,1983,기혼,"영/유아, 초등학생",3,서울,서초구,사무직,1000만원 초과,Y,2023,한화리조트 경주,경북,경북 경주시 보문로 182-27,200개 이상,성급없음,휴양콘도미니엄업,307847,97000,785543,9,"배우자, 부모님, 자녀, 형제/자매",41,40대,가족여행
18985,F,1994,미혼,X,3,부산,연제구,사무직,1000만원 초과,Y,2021,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,"부모님, 반려동물, 형제/자매",28,20대,효도여행
