mcate_cd_nm,sexdstn_cd,birth_year,mrrg_at_cd,chldrn_at_cd,family_ty_nm,oc_area_cd,answrr_oc_area_nm,occp_cl_nm,mt_avrg_hshld_income_dgree_nm,com_at,tour_pd,ldgs_nm,ldgs_addr,ldgs_road_nm_addr,gsrm_scale_cn,ldgs_grad_value,ldgmnt_ty_nm,ldgs_avrg_prc,ldgs_min_prc,ldgs_mxmm_prc,ldgs_avrg_score_co,age_range,age,travel_type,pet
11712,F,1977,기혼,중/고등학생,4,서울,강북구,사무직,400만원,Y,2022,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,40대,46,효도여행,"0"
11713,M,1979,기혼,"영/유아, 초등학생",3,울산,중구,사무직,400만원,Y,2019,호텔 더본 제주,제주,제주특별자치도 서귀포시 색달로 18,200개 이하,2성,관광호텔업,298083,141177,342770,9,40대,41,효도여행,"0"
11714,F,1967,기혼,대학/대학원생 자녀,3,경기,고양시,기타,400만원,Y,2021,호텔 더본 제주,제주,제주특별자치도 서귀포시 색달로 18,200개 이하,2성,관광호텔업,298083,141177,342770,9,50대,55,가족여행,"0"
11716,F,1973,미혼,X,1,경기,광주시,사무직,400만원,Y,2021,호텔 더본 제주,제주,제주특별자치도 서귀포시 색달로 18,200개 이하,2성,관광호텔업,298083,141177,342770,9,40대,49,효도여행,"0"
11725,F,1981,기혼,자녀가 없음,2,부산,강서구,전업주부,400만원,Y,2023,금호 제주 리조트,제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,200개 이상,성급없음,숙박업(생활),169749,99450,310000,9,40대,43,효도여행,"0"
11726,F,1978,기혼,"영/유아, 초등학생",5,울산,울주군,자유직,400만원,Y,2021,금호 제주 리조트,제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,200개 이상,성급없음,숙박업(생활),169749,99450,310000,9,40대,44,가족여행,"0"
11728,F,1971,기혼,자녀가 없음,2,서울,용산구,사무직,400만원,Y,2023,금호 제주 리조트,제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,200개 이상,성급없음,숙박업(생활),169749,99450,310000,9,50대,53,효도여행,"0"
11731,F,1984,기혼,"영/유아, 초등학생",4,서울,구로구,사무직,400만원,Y,2022,금호 제주 리조트,제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,200개 이상,성급없음,숙박업(생활),169749,99450,310000,9,30대,39,가족여행,"0"
11737,F,1979,미혼,X,1,서울,용산구,사무직,400만원,Y,2020,켄싱턴리조트 지리산남원,전북,전북 남원시 소리길 66,200개 이하,성급없음,휴양콘도미니엄업,203074,99900,319000,9,40대,42,효도여행,"0"
11749,F,1980,기혼,"영/유아, 초등학생",4,전북,익산시,판매/서비스직,400만원,Y,2023,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,40대,44,가족여행,"0"
11752,M,1972,기혼,중/고등학생,4,경기,김포시,경영/관리직,400만원,Y,2021,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,50대,50,효도여행,"0"
11758,F,1972,기타,결혼하지 않은 성인,3,인천,서구,사무직,400만원,Y,2023,소노벨 변산,전북,전북 부안군 변산면 변산해변로 51,200개 이상,4성,가족호텔업,273270,135000,465000,9,50대,52,가족여행,"0"
11765,F,1969,미혼,X,2,경기,시흥시,사무직,400만원,Y,2020,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,50대,52,효도여행,"0"
11770,F,1992,미혼,X,2,인천,미추홀구,사무직,400만원,Y,2019,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,20대,28,효도여행,"0"
11783,F,1976,기혼,중/고등학생,4,경남,통영시,기술직,400만원,Y,2022,여수 벨메르,전남,전남 여수시 웅천남4로 17(웅천동),200개 이상,성급없음,휴양콘도미니엄업,346734,224000,698803,9,40대,47,가족여행,"0"
11790,F,1973,기혼,중/고등학생,4,경기,광주시,전업주부,400만원,Y,2020,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,40대,48,효도여행,"0"
11806,F,1971,기혼,대학/대학원생 자녀,4,경기,남양주시,전업주부,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,52,효도여행,"0"
11807,M,1981,미혼,자녀가 없음,3,광주,광산구,기술직,400만원,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,40,효도여행,"0"
11814,M,1974,기혼,중/고등학생,3,경기,김포시,기능/숙련공,400만원,Y,2019,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,46,가족여행,"0"
11817,M,1970,미혼,X,1,전남,목포시,사무직,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,53,효도여행,"0"
11819,F,1983,미혼,X,2,서울,강동구,사무직,400만원,Y,2019,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,30대,37,효도여행,"0"
11822,M,1979,기혼,"영/유아, 초등학생",3,경기,수원시,사무직,400만원,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,43,가족여행,"0"
11825,F,1983,미혼,X,2,서울,강동구,사무직,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,40,효도여행,"0"
11827,M,1982,기혼,"영/유아, 초등학생",3,경북,영주시,판매/서비스직,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,41,가족여행,"0"
11830,F,1979,미혼,X,1,서울,동작구,기술직,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,44,효도여행,"0"
11837,M,1979,기혼,"영/유아, 초등학생",4,강원,삼척시,사무직,400만원,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,42,가족여행,"0"
11843,F,1981,미혼,X,3,대구,달성군,사무직,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,42,효도여행,"1"
11844,F,1979,기혼,"영/유아, 초등학생",4,대구,달서구,전업주부,400만원,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,42,가족여행,"0"
11847,M,1967,기타,대학/대학원생 자녀,3,인천,남동구,기능/숙련공,400만원,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,55,가족여행,"0"
11848,F,1967,기혼,결혼하지 않은 성인,4,서울,마포구,전업주부,400만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,56,효도여행,"0"
11854,F,1981,기혼,자녀가 없음,2,서울,관악구,사무직,400만원,Y,2021,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,40대,41,효도여행,"0"
11868,M,1974,기혼,자녀가 없음,2,경북,구미시,기술직,400만원,Y,2021,금호리조트 화순,전남,전남 화순군 백아면 옥리길 14-21,200개 이상,성급없음,휴양콘도미니엄업,112774,94400,153400,8,40대,48,효도여행,"0"
11870,M,1974,기혼,자녀가 없음,2,경북,구미시,기술직,400만원,Y,2021,금호리조트 화순,전남,전남 화순군 백아면 옥리길 14-21,200개 이상,성급없음,휴양콘도미니엄업,112774,94400,153400,8,40대,48,효도여행,"0"
11873,F,1989,미혼,X,1,경기,부천시,사무직,400만원,Y,2022,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,30대,34,효도여행,"0"
11880,M,1981,기혼,"영/유아, 초등학생",4,서울,구로구,사무직,400만원,Y,2021,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,40대,41,가족여행,"0"
11881,F,1976,미혼,X,2,경기,부천시,기타,400만원,Y,2020,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,40대,45,효도여행,"0"
11919,F,1981,기혼,자녀가 없음,1,충남,공주시,판매/서비스직,400만원,Y,2022,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,40대,42,효도여행,"0"
11920,M,1990,미혼,X,4,서울,동작구,무직,400만원,Y,2021,콘래드 서울 호텔,서울,서울 영등포구 국제금융로 10,200개 이상,5성,관광호텔업,638671,421685,998800,8,30대,32,효도여행,"0"
11921,M,1990,미혼,X,4,서울,동작구,무직,400만원,Y,2021,콘래드 서울 호텔,서울,서울 영등포구 국제금융로 10,200개 이상,5성,관광호텔업,638671,421685,998800,8,30대,32,효도여행,"0"
11940,F,1980,미혼,X,1,경기,안양시,사무직,400만원,Y,2022,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,40대,43,효도여행,"0"
11948,F,1996,미혼,X,3,강원,동해시,대학(원)생,400만원,Y,2021,신라스테이 서대문,서울,서울 서대문구 충정로 76,200개 이상,3성,관광호텔업,193264,109021,478500,8,20대,26,효도여행,"0"
11961,F,1988,미혼,X,4,경기,안양시,무직,400만원,Y,2023,신라스테이 삼성,서울,서울 강남구 영동대로 506,200개 이상,3성,관광호텔업,262229,139000,990000,9,30대,36,효도여행,"0"
11991,M,1976,기혼,"영/유아, 초등학생",3,경남,거제시,사무직,400만원,Y,2023,그랜드 하얏트 서울,서울,서울 용산구 소월로 322,200개 이상,5성,관광호텔업,613231,399000,998250,9,40대,48,가족여행,"0"
12001,M,1981,기혼,"영/유아, 초등학생",4,경북,구미시,사무직,400만원,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,40대,40,가족여행,"0"
12005,M,1981,기혼,"영/유아, 초등학생",4,경북,구미시,사무직,400만원,Y,2022,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,40대,42,가족여행,"0"
12041,F,1994,미혼,X,2,강원,속초시,사무직,400만원,Y,2022,코모도호텔 부산,부산,부산 중구 중구로 151,200개 이상,4성,관광호텔업,126990,58905,389880,9,20대,29,효도여행,"0"
12050,F,1989,미혼,X,4,인천,연수구,사무직,400만원,Y,2022,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,30대,34,효도여행,"1"
12052,F,1997,미혼,X,4,경기,파주시,무직,400만원,Y,2023,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,20대,27,효도여행,"0"
12055,M,1998,미혼,X,3,경기,용인시,대학(원)생,400만원,Y,2021,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,20대,24,효도여행,"0"
12057,M,1984,기혼,"영/유아, 초등학생",3,부산,사상구,사무직,400만원,Y,2022,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,30대,39,가족여행,"0"
12059,M,1984,기혼,"영/유아, 초등학생",3,부산,사상구,사무직,400만원,Y,2021,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,30대,38,가족여행,"0"
12077,F,1980,미혼,X,3,서울,은평구,사무직,400만원,Y,2022,시그니엘 부산,부산,부산 해운대구 달맞이길 30,200개 이상,5성,관광호텔업,699166,190000,992200,9,40대,43,효도여행,"0"
12083,F,2002,미혼,X,4,강원,원주시,대학(원)생,400만원,Y,2019,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,10대,18,효도여행,"0"
12086,F,1964,미혼,X,2,강원,원주시,전문직,400만원,Y,2022,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,50대,59,효도여행,"0"
12098,M,1975,미혼,X,1,인천,남동구,사무직,400만원,Y,2022,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,40대,48,효도여행,"0"
12110,F,1963,미혼,X,3,경기,의왕시,사무직,400만원,Y,2022,라마다 앙코르 해운대,부산,부산 해운대구 구남로 9,200개 이상,4성,일반호텔,200891,83700,480000,9,60대 이상,60,효도여행,"0"
12113,M,1973,기혼,자녀가 없음,3,경기,오산시,기능/숙련공,400만원,Y,2022,라마다 앙코르 해운대,부산,부산 해운대구 구남로 9,200개 이상,4성,일반호텔,200891,83700,480000,9,50대,50,효도여행,"0"
12117,F,1971,기혼,중/고등학생,2,서울,은평구,기술직,400만원,Y,2019,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,49,효도여행,"0"
12118,F,1979,기혼,자녀가 없음,2,경기,안양시,사무직,400만원,Y,2019,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,41,효도여행,"0"
12119,F,1979,미혼,X,2,경북,포항시,사무직,400만원,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,44,효도여행,"0"
12120,M,1983,미혼,X,3,경기,수원시,사무직,400만원,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,40,효도여행,"0"
12160,F,1981,기타,자녀가 없음,3,서울,강동구,사무직,400만원,Y,2021,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,40대,41,효도여행,"0"
12164,M,1957,기혼,결혼하지 않은 성인,2,서울,마포구,무직,400만원,Y,2022,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,60대 이상,66,효도여행,"0"
12165,M,1971,기혼,중/고등학생,5,경기,성남시,자영업,400만원,Y,2022,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,50대,52,효도여행,"0"
12168,F,1975,기혼,자녀가 없음,3,부산,연제구,사무직,400만원,Y,2019,한화리조트 백암온천,경북,경북 울진군 온정면 온천로 129-13,200개 이상,성급없음,휴양콘도미니엄업,152140,83000,264000,9,40대,45,효도여행,"0"
12170,M,1975,기혼,"영/유아, 초등학생",4,서울,송파구,사무직,400만원,Y,2019,한화리조트 경주,경북,경북 경주시 보문로 182-27,200개 이상,성급없음,휴양콘도미니엄업,307847,97000,785543,9,40대,45,가족여행,"0"
12173,F,1970,기타,대학/대학원생 자녀,2,대구,수성구,기술직,400만원,Y,2019,한화리조트 경주,경북,경북 경주시 보문로 182-27,200개 이상,성급없음,휴양콘도미니엄업,307847,97000,785543,9,50대,50,가족여행,"0"
12185,F,1967,기혼,대학/대학원생 자녀,3,경기,용인시,전업주부,400만원,Y,2020,경주 코오롱호텔,경북,경북 경주시 불국로 289-17,200개 이상,4성,관광호텔업,231518,74000,924000,9,50대,54,가족여행,"0"
12187,F,1982,기혼,"영/유아, 초등학생",3,대구,북구,전업주부,400만원,Y,2020,경주 코오롱호텔,경북,경북 경주시 불국로 289-17,200개 이상,4성,관광호텔업,231518,74000,924000,9,30대,39,가족여행,"0"
12191,M,1980,기혼,자녀가 없음,1,경기,이천시,사무직,400만원,Y,2022,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,43,효도여행,"0"
12196,F,1975,기타,자녀가 없음,3,대구,서구,사무직,400만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,45,효도여행,"0"
12198,F,1975,미혼,X,2,대구,서구,사무직,400만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,45,효도여행,"0"
12199,M,1980,기혼,"영/유아, 초등학생",3,강원,삼척시,사무직,400만원,Y,2021,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,42,가족여행,"0"
12201,M,1956,기혼,결혼하지 않은 성인,3,대구,동구,무직,400만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,60대 이상,64,효도여행,"0"
12203,M,1984,기혼,"영/유아, 초등학생",3,서울,송파구,사무직,400만원,Y,2019,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,30대,36,가족여행,"0"
12213,M,1980,미혼,X,3,대구,서구,사무직,400만원,Y,2020,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,41,효도여행,"0"
12215,M,1981,기혼,"영/유아, 초등학생",4,부산,사하구,사무직,400만원,Y,2021,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,40대,41,가족여행,"0"
12216,M,1965,미혼,X,3,경남,거제시,기술직,400만원,Y,2021,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,50대,57,효도여행,"0"
12219,F,1994,기혼,"영/유아, 초등학생",3,부산,동래구,전업주부,400만원,Y,2022,소노벨 경주,경북,경북 경주시 보문로 402-12,200개 이상,4성,휴양콘도미니엄업,289350,129000,445000,9,20대,29,효도여행,"0"
12221,M,1991,미혼,X,1,서울,강동구,판매/서비스직,400만원,Y,2020,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,30대,30,효도여행,"0"
12224,F,1990,미혼,X,2,충남,천안시,기술직,400만원,Y,2021,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,30대,32,효도여행,"0"
12227,F,2002,미혼,X,4,경기,의정부시,대학(원)생,400만원,Y,2020,라한호텔 포항,경북,경북 포항시 북구 삼호로265번길 1,200개 이하,3성,관광호텔업,226345,115200,480000,7,10대,19,효도여행,"0"
12233,M,1978,기타,"영/유아, 초등학생",1,서울,강동구,사무직,400만원,Y,2023,덕구온천호텔,경북,경북 울진군 북면 덕구온천로 924,100개 이하,3성,관광호텔업,152676,86361,316250,9,40대,46,가족여행,"0"
12236,M,1982,기혼,자녀가 없음,2,경기,용인시,자영업,400만원,Y,2019,stx 리조트,경북,경북 문경시 농암면 청화로 509,200개 이상,성급없음,휴양콘도미니엄업,154079,105000,270600,9,30대,38,효도여행,"0"
12238,F,1981,기혼,"영/유아, 초등학생",4,충북,증평군,사무직,400만원,Y,2021,stx 리조트,경북,경북 문경시 농암면 청화로 509,200개 이상,성급없음,휴양콘도미니엄업,154079,105000,270600,9,40대,41,가족여행,"0"
12241,M,1972,기타,자녀가 없음,1,강원,원주시,자영업,400만원,Y,2022,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,50대,51,효도여행,"0"
12243,F,1984,미혼,X,3,울산,남구,사무직,400만원,Y,2022,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,30대,39,효도여행,"0"
12244,M,1982,미혼,X,1,경남,양산시,사무직,400만원,Y,2021,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,40대,40,효도여행,"0"
12253,M,1998,미혼,X,4,경기,부천시,대학(원)생,400만원,Y,2022,한화리조트 거제 벨버디어,경남,경남 거제시 장목면 거제북로 2501-40,200개 이상,성급없음,휴양콘도미니엄업,422281,242233,728000,9,20대,25,효도여행,"0"
12256,M,1975,기혼,중/고등학생,3,서울,양천구,사무직,400만원,Y,2020,켄싱턴리조트 지리산하동,경남,경남 하동군 화개면 쌍계로 532-6,200개 이하,성급없음,숙박업(생활),256444,99900,549000,9,40대,46,가족여행,"0"
12262,F,1982,기혼,"영/유아, 초등학생",4,울산,남구,기술직,400만원,Y,2022,아르떼리조트,경남,경남 사천시 해안관광로 109-10,100개 이하,성급없음,휴양콘도미니엄업,308525,189000,469000,9,40대,41,가족여행,"0"
12268,F,1978,기혼,"영/유아, 초등학생",4,부산,동래구,전업주부,400만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,40대,44,가족여행,"0"
12280,M,1979,미혼,X,2,대구,동구,기능/숙련공,400만원,Y,2020,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,40대,42,효도여행,"0"
12281,M,1978,기혼,"영/유아, 초등학생",3,울산,북구,기능/숙련공,400만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,40대,44,가족여행,"0"
12286,F,1973,기혼,대학/대학원생 자녀,4,광주,서구,전업주부,400만원,Y,2021,소노캄 거제,경남,경남 거제시 일운면 거제대로 2660,200개 이상,5성,미분류,184531,141250,225767,9,40대,49,효도여행,"0"
12289,F,1960,기혼,결혼하지 않은 성인,3,충남,천안시,기타,400만원,Y,2019,금호리조트 통영,경남,경남 통영시 큰발개1길 33,200개 이상,성급없음,휴양콘도미니엄업,177637,118000,277300,9,60대 이상,60,효도여행,"0"
12297,M,1971,기타,중/고등학생,1,경기,김포시,사무직,400만원,Y,2021,한화리조트 산정호수,경기,경기도 포천시 영북면 산정호수로 402,200개 이상,성급없음,휴양콘도미니엄업,242646,122000,385000,9,50대,51,가족여행,"0"
12299,M,1985,미혼,X,2,서울,영등포구,사무직,400만원,Y,2022,한화리조트 산정호수,경기,경기도 포천시 영북면 산정호수로 402,200개 이상,성급없음,휴양콘도미니엄업,242646,122000,385000,9,30대,38,효도여행,"0"
12300,M,1969,미혼,X,2,경기,용인시,기능/숙련공,400만원,Y,2022,한화리조트 산정호수,경기,경기도 포천시 영북면 산정호수로 402,200개 이상,성급없음,휴양콘도미니엄업,242646,122000,385000,9,50대,54,효도여행,"0"
12312,M,1968,기혼,대학/대학원생 자녀,2,경기,광명시,자영업,400만원,Y,2020,한화리조트 용인,경기,경기도 용인시 처인구 남사읍 봉무로153번길 79,200개 이상,성급없음,휴양콘도미니엄업,180826,112000,284000,9,50대,53,효도여행,"0"
12322,M,1975,기혼,"영/유아, 초등학생",4,인천,남동구,전업주부,400만원,Y,2020,소노휴 양평 구 소노문 양평,경기,경기 양평군 개군면 신내길7번길 55,200개 이상,성급없음,휴양콘도미니엄업,223823,90713,428000,8,40대,46,가족여행,"0"
12337,M,1991,기혼,"영/유아, 초등학생",3,경기,화성시,전업주부,400만원,Y,2020,곤지암리조트,경기,경기 광주시 도척면 도척윗로 278,200개 이상,성급없음,숙박업(생활),276738,101823,501400,9,30대,30,가족여행,"0"
12340,F,1941,기혼,결혼한 성인,5,경기,안양시,전업주부,400만원,Y,2019,곤지암리조트,경기,경기 광주시 도척면 도척윗로 278,200개 이상,성급없음,숙박업(생활),276738,101823,501400,9,60대 이상,79,효도여행,"0"
12348,F,1986,미혼,X,1,충북,청주시,기능/숙련공,400만원,Y,2020,휘닉스평창 호텔,강원,강원 평창군 봉평면 태기로 174,200개 이하,4성,관광호텔업,338300,72000,790000,10,30대,35,효도여행,"0"
12350,F,1986,미혼,X,1,충북,청주시,기능/숙련공,400만원,Y,2020,휘닉스평창 호텔,강원,강원 평창군 봉평면 태기로 174,200개 이하,4성,관광호텔업,338300,72000,790000,10,30대,35,효도여행,"0"
12356,M,1970,미혼,X,2,서울,영등포구,사무직,400만원,Y,2022,현대수 리조트 속초,강원,강원도 속초시 이목로 153,200개 이상,성급없음,휴양콘도미니엄업,96406,53000,260000,9,50대,53,효도여행,"0"
12358,F,1958,미혼,X,2,서울,도봉구,무직,400만원,Y,2021,현대수 리조트 속초,강원,강원도 속초시 이목로 153,200개 이상,성급없음,휴양콘도미니엄업,96406,53000,260000,9,60대 이상,64,효도여행,"0"
12360,M,1981,기혼,"영/유아, 초등학생",4,경남,창원시,사무직,400만원,Y,2019,한화리조트 평창,강원,강원도 평창군 봉평면 태기로 228-33,200개 이상,성급없음,휴양콘도미니엄업,319140,107000,570000,9,30대,39,가족여행,"0"
12362,F,1974,기혼,중/고등학생,3,서울,노원구,전업주부,400만원,Y,2019,한화리조트 평창,강원,강원도 평창군 봉평면 태기로 228-33,200개 이상,성급없음,휴양콘도미니엄업,319140,107000,570000,9,40대,46,효도여행,"0"
12363,M,1958,기혼,결혼하지 않은 성인,4,전북,전주시,경영/관리직,400만원,Y,2021,한화리조트 평창,강원,강원도 평창군 봉평면 태기로 228-33,200개 이상,성급없음,휴양콘도미니엄업,319140,107000,570000,9,60대 이상,64,효도여행,"0"
12378,M,1979,기혼,중/고등학생,3,경기,의정부시,사무직,400만원,Y,2021,한화리조트 설악 쏘라노,강원,강원도 속초시 미시령로2983번길 111,200개 이상,성급없음,휴양콘도미니엄업,210167,112000,509000,10,40대,43,가족여행,"0"
12380,F,1987,미혼,X,2,서울,성북구,사무직,400만원,Y,2022,한화리조트 설악 쏘라노,강원,강원도 속초시 미시령로2983번길 111,200개 이상,성급없음,휴양콘도미니엄업,210167,112000,509000,10,30대,36,효도여행,"0"
12382,F,1996,미혼,X,3,경기,수원시,사무직,400만원,Y,2021,한화리조트 설악 쏘라노,강원,강원도 속초시 미시령로2983번길 111,200개 이상,성급없음,휴양콘도미니엄업,210167,112000,509000,10,20대,26,효도여행,"0"
12386,F,1975,기혼,중/고등학생,4,서울,강동구,전업주부,400만원,Y,2021,한화리조트 설악 쏘라노,강원,강원도 속초시 미시령로2983번길 111,200개 이상,성급없음,휴양콘도미니엄업,210167,112000,509000,10,40대,47,가족여행,"0"
12401,M,1983,기혼,"영/유아, 초등학생",5,충북,청주시,사무직,400만원,Y,2021,하이원 팰리스호텔,강원,강원 정선군 고한읍 고한7길 399,200개 이하,4성,관광호텔업,158200,81284,278160,8,30대,39,가족여행,"0"
12428,F,1988,기혼,"영/유아, 초등학생",3,경기,안양시,전업주부,400만원,Y,2021,켄싱턴리조트 설악밸리,강원,강원 고성군 토성면 신평골길 8-25,200개 이상,성급없음,휴양콘도미니엄업,430391,219000,769000,9,30대,34,가족여행,"0"
